record_id,restaurant_name,location,cuisines,estimated_cost,budget_bucket,rating,source
380,Sri Sai Cafe,basavanagudi,south indian,200.0,low,3.5,huggingface
381,Sri Sai 99 Variety Dosa,banashankari,south indian,300.0,low,3.8,huggingface
382,Utsav Restaurant,banashankari,"chinese, north indian",300.0,low,3.8,huggingface
383,Crunch and Munch,uttarahalli,"chinese, ice cream, street food",300.0,low,3.7,huggingface
384,Food Geek,basavanagudi,"fast food, rolls, sandwich",350.0,low,3.8,huggingface
385,Sri Krishna Aramane,kumaraswamy layout,"chinese, fast food, north indian, south indian",200.0,low,3.7,huggingface
386,Great Indian Rolls,basavanagudi,rolls,100.0,low,3.3,huggingface
387,Chats Point,basavanagudi,"fast food, street food",150.0,low,3.4,huggingface
388,Food Point,kumaraswamy layout,"chinese, north indian",300.0,low,3.5,huggingface
389,Swarga Ruchi,basavanagudi,south indian,200.0,low,3.3,huggingface
390,Kolkata King,basavanagudi,"fast food, rolls",300.0,low,3.4,huggingface
391,Sandwich Mama's And Frozen Monster,jayanagar,"beverages, fast food, ice cream",250.0,low,3.8,huggingface
392,New Rajadhani Spicy,kumaraswamy layout,north indian,700.0,medium,3.7,huggingface
393,Big Mishra Pedha,jayanagar,mithai,250.0,low,2.9,huggingface
394,VEGeatz,banashankari,"north indian, south indian",200.0,low,3.4,huggingface
395,Foodizo,banashankari,"continental, desserts, fast food",300.0,low,3.6,huggingface
396,Food Springs,jayanagar,"chinese, south indian",400.0,low,4.0,huggingface
397,Chung's Chinese Corner,jayanagar,chinese,700.0,medium,3.9,huggingface
398,Eurasia Pasta and Barbeque by Little Italy,jayanagar,"bbq, fast food, italian, salad",1200.0,medium,4.1,huggingface
399,Goli Vada Pav No. 1,basavanagudi,street food,200.0,low,3.7,huggingface
400,Ragoo's,jayanagar,"italian, north indian, pizza, salad",800.0,medium,3.9,huggingface
401,Pure & Natural,jayanagar,"beverages, continental, fast food, healthy food, salad",500.0,low,3.9,huggingface
402,Maiyas,jayanagar,"fast food, juices, north indian, south indian",200.0,low,4.0,huggingface
403,Sip n Dine,vijay nagar,"chinese, north indian, south indian",800.0,medium,3.6,huggingface
404,Cafe Mondo,basavanagudi,"beverages, cafe, italian",600.0,medium,3.7,huggingface
405,Jalpaan,jayanagar,"continental, north indian",900.0,medium,4.0,huggingface
406,Kataria's Pakwan,kumaraswamy layout,north indian,400.0,low,3.2,huggingface
407,Juicy Momos,banashankari,"momos, tibetan",250.0,low,3.5,huggingface
408,Amande Patisserie,basavanagudi,"bakery, desserts, french",300.0,low,4.0,huggingface
409,Anand Sweets and Savouries,jayanagar,"mithai, street food",400.0,low,3.9,huggingface
410,Chicken Hunt,banashankari,"biryani, chinese, north indian, south indian",350.0,low,3.5,huggingface
411,Swadesh Tadka,banashankari,"beverages, chinese, north indian",600.0,medium,3.5,huggingface
412,Cane-O-La,basavanagudi,juices,100.0,low,3.8,huggingface
413,New Biryani Mane,uttarahalli,"biryani, chinese, north indian, south indian",450.0,low,3.7,huggingface
414,Upahara Darshini,jayanagar,"chinese, north indian, south indian",400.0,low,3.8,huggingface
415,Karnataka Bhel House,basavanagudi,street food,100.0,low,4.1,huggingface
416,Sreeraj Lassi Bar,jayanagar,beverages,150.0,low,4.1,huggingface
417,Juice Junction Food Court,basavanagudi,"chinese, fast food, juices, south indian",200.0,low,3.7,huggingface
418,Bunt's Biriyani Palace,banashankari,"biryani, chinese, north indian, seafood, south indian",400.0,low,3.0,huggingface
419,Chai Point,jayanagar,"beverages, fast food, tea",250.0,low,3.2,huggingface
420,Janahaar,banashankari,south indian,100.0,low,3.8,huggingface
422,Utsav,banashankari,"north indian, street food",200.0,low,3.7,huggingface
423,Meat And Eat,banashankari,"burger, fast food",500.0,low,3.1,huggingface
424,Snacks Bite,kumaraswamy layout,"fast food, momos",400.0,low,3.0,huggingface
425,The Spice Saga,kumaraswamy layout,"biryani, chinese, north indian, seafood",750.0,medium,3.7,huggingface
426,Dakshin Cafe,kumaraswamy layout,south indian,100.0,low,3.7,huggingface
428,Kaulige Millet Corner,basavanagudi,"healthy food, south indian",150.0,low,3.3,huggingface
429,Ifruit Ice Cream,kumaraswamy layout,"desserts, ice cream",150.0,low,3.3,huggingface
430,Havmor,basavanagudi,"desserts, ice cream",200.0,low,3.8,huggingface
431,Grand Food,banashankari,"bakery, chinese, south indian",250.0,low,3.4,huggingface
432,Dining Hut,kumaraswamy layout,"chinese, north indian, south indian",400.0,low,3.5,huggingface
434,Desi Swaad,kumaraswamy layout,north indian,400.0,low,3.5,huggingface
435,Yummy Momos,kumaraswamy layout,"chinese, momos, tibetan",200.0,low,3.2,huggingface
436,Masale Daan,banashankari,north indian,350.0,low,3.1,huggingface
438,Grow Fit,jp nagar,"healthy food, north indian, thai",500.0,low,3.6,huggingface
442,Sandwich Hub,jayanagar,"fast food, sandwich",300.0,low,3.4,huggingface
444,Udupi Sri Krishna Cafe,jayanagar,"north indian, south indian",600.0,medium,3.9,huggingface
445,Starlite Bakery & Fastfood,jayanagar,"arabian, bakery, charcoal chicken, chinese, desserts, north indian, rolls",300.0,low,3.7,huggingface
446,Veganbreak24x7,city market,"biryani, chinese, continental, south indian",199.0,low,2.8,huggingface
447,Aadhya Hotel,basavanagudi,"biryani, chinese, north indian, south indian",800.0,medium,3.3,huggingface
448,Dodda Mane Baaduta,banashankari,"biryani, chinese, north indian, south indian",250.0,low,3.5,huggingface
449,Swadd Kitchen,basavanagudi,"fast food, north indian",500.0,low,3.4,huggingface
451,Happy Chopsticks,basavanagudi,"chinese, fast food",300.0,low,3.6,huggingface
454,Udupi Upachar,banashankari,"north indian, south indian",500.0,low,3.3,huggingface
455,Davanagere Benne Dose Hut,banashankari,south indian,100.0,low,3.4,huggingface
458,Subz,jayanagar,"north indian, south indian",1000.0,medium,4.2,huggingface
462,Mint and Mustard,basavanagudi,"chinese, north indian",750.0,medium,4.0,huggingface
463,Chinese Square,basavanagudi,chinese,200.0,low,3.9,huggingface
465,Punjabi Raswada,jayanagar,north indian,800.0,medium,3.5,huggingface
466,Vinny's,banashankari,"continental, desserts, italian, pizza",800.0,medium,4.2,huggingface
467,Chetty's Corner,uttarahalli,"burger, fast food, pizza",200.0,low,3.4,huggingface
468,Kapoor's Cafe,jayanagar,north indian,800.0,medium,4.2,huggingface
469,Donne Biryani & Kabab Corner,kumaraswamy layout,"biryani, chinese",200.0,low,3.3,huggingface
470,Sukh Sagar,jayanagar,"chinese, north indian, south indian, street food",450.0,low,3.8,huggingface
471,S M V Snacks Corner,basavanagudi,fast food,200.0,low,3.7,huggingface
472,Andhra Ruchulu,jayanagar,"andhra, biryani, chinese, north indian",1000.0,medium,4.1,huggingface
474,Steaming Mugs,basavanagudi,cafe,700.0,medium,3.9,huggingface
476,Rajathadri Food Fort,jayanagar,"chinese, north indian, south indian, street food",600.0,medium,4.0,huggingface
477,Brew Meister,jayanagar,"american, asian, continental, finger food, north indian",1500.0,high,4.1,huggingface
478,Rasoi,banashankari,"chinese, north indian",300.0,low,3.3,huggingface
479,Mr. Singh Da Dhaba,kumaraswamy layout,"chinese, north indian",300.0,low,3.6,huggingface
480,Kababs N Biryani,banashankari,south indian,200.0,low,3.4,huggingface
481,Ayodhya Upachar,banashankari,"chinese, north indian, south indian, street food",200.0,low,4.3,huggingface
482,Biriyani Mane,jayanagar,"biryani, north indian",400.0,low,3.8,huggingface
483,Cafe Ajfan,jayanagar,"beverages, cafe, continental",700.0,medium,4.2,huggingface
484,Brundhavana Food Point,kumaraswamy layout,"beverages, chinese, north indian, south indian, street food",300.0,low,4.0,huggingface
485,SLV Corner Restaurant,basavanagudi,"chinese, juices, north indian, rolls, south indian, street food",550.0,medium,4.1,huggingface
487,Hotel New Karavali,banashankari,"mangalorean, north indian, south indian",300.0,low,3.8,huggingface
488,The Krishna Grand,banashankari,"chinese, fast food, juices, north indian, south indian",750.0,medium,3.9,huggingface
490,Roti Ghar,basavanagudi,"chinese, north indian, south indian",500.0,low,3.9,huggingface
493,Kettle & Kegs,banashankari,"beverages, tea",200.0,low,3.2,huggingface
494,Baisakhi,basavanagudi,north indian,500.0,low,3.8,huggingface
496,Poonam Sweets,banashankari,mithai,150.0,low,4.4,huggingface
500,Amma's Pastries,banashankari,bakery,400.0,low,3.8,huggingface
503,Polar Bear,banashankari,"beverages, desserts, ice cream, sandwich",400.0,low,3.9,huggingface
505,Anand Sweets and Savouries,banashankari,"mithai, street food",400.0,low,3.7,huggingface
506,Ibaco,banashankari,desserts,300.0,low,3.9,huggingface
508,The Lassi and Juice Park,banashankari,"desserts, juices",150.0,low,3.8,huggingface
516,Corner Stone,banashankari,"beverages, desserts, italian, juices",300.0,low,3.6,huggingface
522,Arun Ice Cream,banashankari,"desserts, ice cream",150.0,low,3.4,huggingface
528,Sweet N Swirl,banashankari,"desserts, ice cream",150.0,low,3.2,huggingface
536,Sri Venkateshwara Sweet Meat Stall,basavanagudi,"chinese, mithai, north indian, street food",400.0,low,4.0,huggingface
537,Baskin Robbins,basavanagudi,"desserts, ice cream",250.0,low,3.7,huggingface
540,Srinivasa Brahmins Bakery,basavanagudi,"bakery, street food",150.0,low,3.6,huggingface
541,Jain Bakes,basavanagudi,"bakery, desserts",250.0,low,3.6,huggingface
543,KC Das - Sweet Spot,basavanagudi,"mithai, street food",200.0,low,3.6,huggingface
546,Cake Yard,basavanagudi,desserts,250.0,low,3.3,huggingface
548,A2B Veg - Adyar Ananda Bhavan,basavanagudi,"chinese, north indian, south indian, street food",400.0,low,2.7,huggingface
562,Jcubez,banashankari,finger food,1300.0,high,3.8,huggingface
580,Chung Wah,banashankari,"chinese, momos, thai, vietnamese",900.0,medium,3.9,huggingface
582,Blue Wings Bar & Restaurant,banashankari,"chinese, north indian",700.0,medium,3.7,huggingface
590,New Imperial Restaurant,banashankari,"chinese, north indian",450.0,low,3.7,huggingface
604,Karavali Fish Center,banashankari,"chinese, mangalorean",300.0,low,3.4,huggingface
608,Iyer's Tiffin Centre,banashankari,"chinese, south indian",150.0,low,3.8,huggingface
609,Kydz Adda,banashankari,continental,500.0,low,3.4,huggingface
612,Food Box Cafe,banashankari,"chinese, mughlai, north indian",500.0,low,3.6,huggingface
617,Sri Ganesh Juice and Chats,banashankari,"juices, street food",150.0,low,3.5,huggingface
618,Manifest Cafe,banashankari,"chinese, north indian, south indian",500.0,low,3.5,huggingface
619,Beijing Bites,banashankari,"chinese, thai",850.0,medium,2.7,huggingface
631,Pizza Hut,banashankari,"fast food, pizza",750.0,medium,3.7,huggingface
633,Taaza Thindi,banashankari,south indian,100.0,low,4.7,huggingface
644,Sri Laxmi Venkateshwara Coffee Bar,banashankari,south indian,100.0,low,4.4,huggingface
648,Messy Bowl,banashankari,"beverages, fast food",500.0,low,3.8,huggingface
653,Chickpet Donne Biryani House,banashankari,biryani,250.0,low,3.8,huggingface
654,Brahmin Cafe,banashankari,south indian,150.0,low,3.8,huggingface
667,Hotel Mangala,banashankari,south indian,250.0,low,3.9,huggingface
668,Simple Thindies,banashankari,south indian,200.0,low,3.5,huggingface
669,Rolls On Wheels,banashankari,"fast food, momos, rolls",300.0,low,3.4,huggingface
673,SLV Swadishta,banashankari,south indian,300.0,low,3.8,huggingface
679,New Sagar Fast Food,banashankari,"north indian, south indian",250.0,low,3.6,huggingface
682,Parama Ruchi,banashankari,"chinese, north indian, south indian, street food",300.0,low,3.5,huggingface
683,Thrilok Restaurant,banashankari,"mangalorean, seafood",350.0,low,3.4,huggingface
684,Meat And Eat,banashankari,"burger, fast food",500.0,low,3.5,huggingface
691,Pizza Stop,banashankari,"italian, pizza",600.0,medium,3.0,huggingface
694,Hanumanthanagar Biryani Junction,banashankari,south indian,300.0,low,3.5,huggingface
697,SLV Refreshment,banashankari,south indian,100.0,low,4.1,huggingface
701,SVKP Daily Fresh,banashankari,south indian,350.0,low,3.3,huggingface
711,Srinagar Kabab Corner,banashankari,north indian,250.0,low,3.4,huggingface
712,Sri Venkateshwara Chat Centre,banashankari,street food,100.0,low,3.5,huggingface
713,Vinay Bhel Corner,banashankari,street food,100.0,low,3.4,huggingface
717,Nandi Chats and Juice,banashankari,street food,150.0,low,3.6,huggingface
725,Just Shawarma,banashankari,arabian,300.0,low,3.8,huggingface
726,Aramane Donne Biryani,banashankari,biryani,200.0,low,3.1,huggingface
727,FOOD ADDA,banashankari,fast food,200.0,low,3.2,huggingface
729,Hotel Nisarga,banashankari,"north indian, south indian",250.0,low,3.2,huggingface
732,Yo Roll Corner,banashankari,"rolls, street food",200.0,low,3.0,huggingface
733,New Quality Dum Biryani,banashankari,biryani,200.0,low,3.1,huggingface
734,Sri Lakshmi Kabab Center,banashankari,kebab,200.0,low,3.3,huggingface
740,Tasty Bites,banashankari,"fast food, pizza",150.0,low,3.7,huggingface
741,Raams Chicken,banashankari,andhra,300.0,low,3.6,huggingface
742,Panchami,banashankari,"chinese, north indian",300.0,low,3.0,huggingface
762,Kavali,banashankari,"south indian, street food",300.0,low,4.0,huggingface
767,Ranganna Military Hotel,jayanagar,"biryani, south indian",350.0,low,4.2,huggingface
770,Vidyarthi Bhavan,basavanagudi,south indian,150.0,low,4.4,huggingface
771,Bharjari Oota,basavanagudi,south indian,350.0,low,3.9,huggingface
778,Bridgeway,mysore road,"chinese, north indian",550.0,medium,3.8,huggingface
780,Soho Bar & Grill,basavanagudi,"chinese, north indian, thai",1100.0,medium,2.7,huggingface
783,Bhavani Restaurant,basavanagudi,"chinese, north indian, south indian",300.0,low,3.9,huggingface
785,Zephyr,basavanagudi,"continental, italian",650.0,medium,3.9,huggingface
787,Hotel Dwarka,basavanagudi,south indian,250.0,low,4.2,huggingface
788,Nisarga Garden Restaurant,basavanagudi,"beverages, chinese, desserts, south indian",350.0,low,3.4,huggingface
789,Ma-Arya Family Restaurant,basavanagudi,"andhra, biryani, chinese, north indian, south indian",600.0,medium,3.7,huggingface
790,A2B - Adyar Ananda Bhavan,mysore road,"fast food, south indian, street food",400.0,low,3.8,huggingface
793,New Prashanth Hotel,basavanagudi,south indian,400.0,low,3.9,huggingface
794,Udupi Sri Krishna Bhavan,basavanagudi,south indian,600.0,medium,4.1,huggingface
800,Ice Thunder,basavanagudi,"desserts, fast food, north indian, south indian",300.0,low,3.8,huggingface
802,Upahara Darshini,basavanagudi,south indian,150.0,low,4.2,huggingface
803,Mahalaxmi Tiffin Room,basavanagudi,south indian,100.0,low,4.1,huggingface
805,Sandwichwallas,basavanagudi,fast food,200.0,low,4.0,huggingface
813,Basavanagudi Mylari,basavanagudi,south indian,300.0,low,4.0,huggingface
815,New Prashanth Hotel,basavanagudi,"biryani, chinese, north indian, south indian",750.0,medium,2.9,huggingface
816,Shrinidhi Military Hotel,basavanagudi,"mughlai, north indian",300.0,low,3.3,huggingface
818,Pramukh Family Restaurant,basavanagudi,"chinese, mughlai, north indian",700.0,medium,3.9,huggingface
820,Vybhava,jayanagar,"north indian, south indian",250.0,low,3.8,huggingface
821,Shree Venkateshwara North Karnataka Hotel,basavanagudi,south indian,200.0,low,4.0,huggingface
825,Anand Sagar Inn,basavanagudi,"chinese, north indian, south indian",450.0,low,3.3,huggingface
826,Sangam Military Hotel,jayanagar,south indian,250.0,low,3.2,huggingface
831,Belly Squad Food Truck,south bangalore,"biryani, chinese, momos, rolls",300.0,low,3.8,huggingface
837,50-50 EATING HOUSE,basavanagudi,"biryani, south indian",100.0,low,3.2,huggingface
839,Om Shiva Shakthi Chats Centre,basavanagudi,"fast food, street food",300.0,low,3.9,huggingface
843,Rolls Corner,basavanagudi,"fast food, rolls",150.0,low,3.6,huggingface
845,New Ambur Hot Dum Biryani,mysore road,biryani,150.0,low,3.2,huggingface
864,Deja Vu Resto Bar,bannerghatta road,"italian, north indian",900.0,medium,4.4,huggingface
865,Fattoush,bannerghatta road,"arabian, biryani, chinese, fast food, middle eastern, mughlai, north indian, seafood",1000.0,medium,4.2,huggingface
866,Empire Restaurant,bannerghatta road,"chinese, mughlai, north indian, south indian",750.0,medium,4.3,huggingface
867,Abhiruchi Hotel,bannerghatta road,"andhra, biryani, chinese, north indian",550.0,medium,3.3,huggingface
868,Tulips,bannerghatta road,"chinese, continental, north indian, south indian",800.0,medium,3.1,huggingface
869,Barbeque Nation,jp nagar,"bbq, european, kebab, mediterranean, north indian",1600.0,high,4.7,huggingface
870,Sattvam,jp nagar,"north indian, south indian",1200.0,medium,4.3,huggingface
871,24th Main,jp nagar,"chinese, north indian, south indian",800.0,medium,4.1,huggingface
872,Zaitoon,jp nagar,"arabian, bbq, chinese, desserts, north indian",1000.0,medium,4.1,huggingface
873,Mango Greens,jp nagar,"chinese, continental, north indian",900.0,medium,3.9,huggingface
874,Oye Amritsar,jp nagar,north indian,1000.0,medium,3.8,huggingface
875,Melt - Eden Park,jp nagar,"chinese, mughlai, north indian, seafood, thai",1000.0,medium,4.0,huggingface
877,Spice Code,jp nagar,"biryani, chinese, north indian, south indian",1000.0,medium,4.0,huggingface
878,The Onyx - The HHI Select Bengaluru,jp nagar,"chinese, continental, north indian",950.0,medium,3.3,huggingface
879,The Pavillion,jp nagar,"chinese, continental, north indian, south indian",1000.0,medium,2.7,huggingface
880,Sankranthi Veg Restaurant,btm,"chinese, north indian, south indian",600.0,medium,3.0,huggingface
881,Tisano Cafe,bannerghatta road,"cafe, chinese, continental, fast food",500.0,low,3.8,huggingface
882,Cafe Kabana,bannerghatta road,"cafe, continental",700.0,medium,4.0,huggingface
883,Butterly,bannerghatta road,"bakery, beverages, cafe",450.0,low,3.9,huggingface
